sample,category,value
DTB-063-BL,TDP,TDP
DTB-183-BL,TDP,TDP
DTB-214-BL,TDP,TDP
01115202-TC2,TDP,TDP
01115248-TA3,TDP,TDP
01115257-TA4,TDP,TDP
01115284-TA9,TDP,TDP
01115374-TA2,TDP,TDP
01115414-TA1,TDP,TDP
01115503-TC2,TDP,TDP
